"","gender","v_m","mean_math","v_s","se","year","country"
"229","FEMALE",2.35307207723276,527.756665690765,12.9252942054874,3.93874008922186,"2015","KOREA"
"230","MALE",1.66315024255121,520.766938715789,25.5939349145849,5.23673564173248,"2015","KOREA"
"231","FEMALE",1.48526269562694,356.729449146193,2.84725587685988,2.11684785519638,"2015","KOSOVO"
"232","MALE",1.11425051538336,366.189423825044,3.75738394412665,2.23227675503024,"2015","KOSOVO"
"233","FEMALE",1.73193480456442,483.257255323444,4.14345547345822,2.45938686637119,"2015","LATVIA"
"234","MALE",2.82470801316037,481.355784388362,3.56620923285875,2.5832901593385,"2015","LATVIA"
"235","FEMALE",0.434173512498669,385.989212106163,14.7239720839614,3.89891817658564,"2015","LEBANON"
"236","MALE",1.71165956391194,408.057113353199,17.7242989359428,4.42799327644543,"2015","LEBANON"
"237","FEMALE",0.707479743668099,479.017775579564,5.59457707088641,2.52444148058958,"2015","LITHUANIA"
"238","MALE",0.574440714094574,477.767725496126,7.3647403609327,2.82783046635344,"2015","LITHUANIA"
"239","FEMALE",2.40938411827021,480.1360282637,1.24168419567683,1.97281695191775,"2015","LUXEMBOURG"
"240","MALE",2.06446903089572,491.48306320694,1.74796363627926,2.0047143363244,"2015","LUXEMBOURG"
"241","FEMALE",0.580753975422686,547.922680785722,1.65549581726313,1.51470300396747,"2015","MACAO"
"242","MALE",1.06296107283692,539.723832067005,1.56562597632397,1.65374821434358,"2015","MACAO"
"243","FEMALE",1.7483128677795,480.673091284027,3.89211859309989,2.41148558935303,"2015","MALTA"
"244","MALE",0.896152625988063,476.676792944427,4.58481317483622,2.36020784326785,"2015","MALTA"
"245","FEMALE",1.07299700412883,495.620602632668,41.1760557863858,6.50817581899318,"2015","MASSACHUSETTES (USA)"
"246","MALE",4.94591071943572,504.62910279479,27.4955286682566,5.73899211182904,"2015","MASSACHUSETTES (USA)"
"247","FEMALE",0.466535615040351,404.334868980059,5.08842916785733,2.36677382620345,"2015","MEXICO"
"248","MALE",0.462046930383469,411.610512206855,6.62712818501382,2.67121317165733,"2015","MEXICO"
"249","FEMALE",3.1260048105784,420.607739273313,6.41403888622103,3.13889218958811,"2015","MOLDOVA"
"250","MALE",0.947684196665477,418.727257733692,7.12116986350951,2.85720536186,"2015","MOLDOVA"
"251","FEMALE",2.13947558814026,417.726542831844,1.50366718927082,1.96394764090724,"2015","MONTENEGRO"
"252","MALE",1.26279616182596,418.132578314106,3.16149983848001,2.13320782308911,"2015","MONTENEGRO"
"253","FEMALE",0.983521664833018,511.015940878905,4.93329401853094,2.4525839129064,"2015","NETHERLANDS"
"254","MALE",0.63694237127011,513.497846618102,6.00963584457024,2.59041935851463,"2015","NETHERLANDS"
"255","FEMALE",1.5004614533451,490.92190711532,5.73989318802975,2.71852915870133,"2015","NEW ZEALAND"
"256","MALE",3.29079909361046,499.470546599494,8.1978957267301,3.43769904583016,"2015","NEW ZEALAND"
"257","FEMALE",3.82975572503574,468.083029616463,23.4985855524132,5.2641539538612,"2015","NORTH CAROLINA (USA)"
"258","MALE",1.78860246709957,473.669799527785,21.2017440475901,4.81344022102691,"2015","NORTH CAROLINA (USA)"
"259","FEMALE",0.212275297526545,502.873655855343,5.19558284313847,2.33003984309661,"2015","NORWAY"
"260","MALE",2.02644933143002,500.614925918493,6.07204754958455,2.88117021610275,"2015","NORWAY"
"261","FEMALE",1.72155001738248,381.797155726194,8.55907018873998,3.23307519366016,"2015","PERU"
"262","MALE",1.41473832466701,391.278590588895,7.41044309343701,2.99443738464686,"2015","PERU"
"263","FEMALE",0.739072824659448,498.646656574504,6.99000439244516,2.79338226878645,"2015","POLAND"
"264","MALE",0.646132055455751,510.087695629262,7.20016796552011,2.8126345703844,"2015","POLAND"
"265","FEMALE",1.36718159718391,486.5997396309,6.0185367818581,2.74270606131251,"2015","PORTUGAL"
"266","MALE",0.764261699577088,496.560576695577,8.30346271124652,3.02392965870262,"2015","PORTUGAL"
"267","FEMALE",2.48130096149872,381.546124527963,24.3171833028294,5.20063595731118,"2015","PUERTO RICO (USA)"
